FZRZGH	FZRXM	XMMC
0006154584	杨壮	分析研究联亚产品品牌维护市场及战略分析
0006155003	谭小江	多复变与复几何若干问题研究
0006155006	刘张炬	Dirac 结构及其应用
0006155006	刘张炬	Poisson几何及其在物理学中的应用
0006155006	刘张炬	高阶结构及其在数学物理中的应用
0006155006	刘张炬	中美合作非交换几何课题研究
0006155006	刘张炬	Poisson几何
0006155026	侯建军	首都学习型城市构建教育信息资源建设和应用研究
0006155026	侯建军	继续教育改革和发展战略与政策研究
0006155026	侯建军	安阳市活断层探测与地震危险性评价
0006155026	侯建军	继续教育改革和发展战略与政策研究
0006155026	侯建军	全国中小学教师教育技术能力（初级）网络课程单一来源采购
0006155026	侯建军	广州市中小学教师培训中心采购网络课程项目
0006155026	侯建军	教育部-微软‘携手助学’二期项目
0006155026	侯建军	协议书
0006155026	侯建军	教育部-微软‘携手助学’二期项目
0006155026	侯建军	关于合作开展广西中小学教师远程教育工作合作协议
0006155026	侯建军	中小学教师技术能力培训网络课程先期实验项目
0006155026	侯建军	开发中小学教师教育技术能力建设计划
0006155026	侯建军	四川省中小学教师教育技术能力培训项目
0006155026	侯建军	广西中小学教师远程教育工作合作项目
0006155026	侯建军	中小学教师教育技术能力建设计划网络培训中级课程
0006155026	侯建军	网络培训管理平台建设
0006155026	侯建军	全国教师教育网络联盟公共服务平台
0006155032	李琦	面向城市区域空气质量的时空建模与模拟研究
0006155032	李琦	区域雾霾检测预报原型系统
0006155032	李琦	基于生命周期评估的企业碳足迹核算
0006155032	李琦	合肥市USDI总体规划：USDI总体技术规划合同书
0006155032	李琦	基于新一代信息技术的文化遗产保护与利用研究
0006155032	李琦	长白山大数据产业发展规划
0006155032	李  琦	网格环境下空间信息智能服务及应用示范
0006155032	李  琦	基于现代信息技术研究传染病时空传播与流行规律（中国疾病预防控制中心负责）
0006155032	李琦	兰坪铅锌矿数字化信息系统开发研究
0006155032	李琦	城市选址编码原理与应用研究
0006155032	李琦	基于SIG框架的LBS应用服务平台
0006155032	李琦	昆明市五华区“数字城管快车” 项目课题研究技术咨询合同及其补充协议
0006155032	李琦	北京市信息资源网地理编码数据库设计
0006155032	李琦	大相幅北京影像图制图项目
0006155032	李琦	两化融合与工业碳排放定量与测算试点
0006155032	李  琦	"数字中国"信息共享与安全机制探讨
0006155032	李琦	北京城市副中心智慧城市规划编制
0006155032	李琦	克拉玛依市申报国家级项目咨询
0006155032	李琦	网格环境下空间信息智能服务及应用示范(财政部来款)
0006155032	李琦	项目产品与分发系统质量评估
0006155032	李琦	健康中国·佛山未来城可行性研究报告
0006155032	李琦	基于多元空间探测的危险化学品事故全过程遥测预警和应急处置平台
0006155032	李  琦	数字城市服务系统总体框架设计、关键技术研究
0006155032	李琦	气候变化与国家安全战略的关键技术研究-李琦协作
0006155032	李琦	克拉玛依市申报国家级项目咨询方案
0006155032	李琦	唐山迁西县“大美花院，智慧田园”可研报告编制项目
0006155032	李琦	大连市普兰店区皮口特色小镇项目申报方案咨询
0006155032	李琦	黄石市市民之家信息化建设项目
0006155032	李琦	联合体投标协议书
0006155043	钱铭怡	不同压力下不同放松技术和不同提升自信方法效果的比较研究
0006155043	钱铭怡	青少年社交焦虑的羞耻感模型与应用研究
0006155043	钱铭怡	中国大学生羞耻情绪的认知情绪调节及其有效性研究
0006155043	钱铭怡	中国文化下双重关系方面伦理问题的独特性
0006155043	钱铭怡	中国文化下双重关系方面伦理问题的独特性
0006155043	钱铭怡	童心康复项目
0006155043	钱铭怡	人际和谐心理健康促进技术研究
0006155043	钱铭怡	精神卫生（心理治疗）专业技术人员的培养研究
0006155043	钱铭怡	北京监狱服刑人员自尊水平调查研究
0006155043	钱铭怡	社交焦虑个体的评价恐惧及认知机制研究
0006155043	钱铭怡	愤怒情绪调节方式对自控资源及攻击性的影响
0006155043	钱铭怡	人类攻击与亲和行为的神经影像学研究-钱铭怡协作
0006155043	钱铭怡	注意偏向对社交焦虑的症状维持的作用：机制与临床应用
0006155043	钱铭怡	基于非侵入式/侵入式脑机交互的混合智能关键技术与系统|钱铭怡协作
0006155043	钱铭怡	人际和谐心理健康促进技术研究
0006155043	钱铭怡	国民心理卫生素养及其提升机制与对策
0006155056	陈苏镇	中国历代人物传记资料库的改进与应用|基地间接经费
0006155056	陈苏镇	中国中古史籍与史料的整理与研究|基地间接经费
0006155056	陈苏镇	旅顺博物馆藏新疆出土汉文文书整理与研究
0006155056	陈苏镇	丝绸之路上的西域佛寺形制布局及演变研究
0006155056	陈苏镇	7至16世纪的信息沟通与国家秩序|基地间接经费
0006155056	陈苏镇	2018中国古代史研究中心运行经费
0006155056	陈苏镇	旅顺博物馆藏新疆出土汉文文书整理与研究|基地间接经费
0006155056	陈苏镇	2017中国古代史研究中心运行经费
0006155056	陈苏镇	丝绸之路上的西域佛寺形制布局及演变研究
0006155056	陈苏镇	优博项目
0006155056	陈苏镇	中国中古史籍与史料的整理与研究
0006155056	陈苏镇	旅顺博物馆藏新疆出土汉文文书整理与研究
0006155056	陈苏镇	中国中古史籍与史料的整理与研究
0006155056	陈苏镇	丝绸之路上的西域佛寺形制布局及演变研究
0006155056	陈苏镇	旅顺博物馆藏新疆出土汉文文书整理与研究
0006155056	陈苏镇	中国中古史籍与史料的整理与研究
0006155056	陈苏镇	丝绸之路上的西域佛寺形制布局及演变研究|基地间接经费
0006155056	陈苏镇	2018年度古籍整理研究经费
0006155057	郭卫东	清史-传记、类传、外籍人士（下）
0006155057	郭卫东	史表·中外约章表
0006155057	郭卫东	中西融通严复论集
0006155057	郭卫东	中外旧约章补编
0006155057	郭卫东	古代丝绸之路的衰落与近代新商道的开辟研究
0006155059	齐东方	考古发现与外来文化
0006155060	丰子义	黄枬森与北京大学马克思主义哲学学科发展
0006155060	丰子义	全球化视野中的中国社会发展
0006155060	丰子义	马克思社会发展理论及其当代意义
0006155060	丰子义	当代时代文化发展的新特点新趋势研究
0006155060	丰子义	马克思主义经典著作选读
0006155060	丰子义	资本全球化中的空间限制
0006155060	丰子义	黄枬森与北京大学马克思主义哲学学科发展
0006155060	丰子义	科技部与盖茨基金合作项目管理及绩效评估研究-1
0006155060	丰子义	规划实施监督检查机制研究
0006155062	洪宁	《经济科学》期刊资助
0006155063	叶静怡	高校科研院所科技成果转化数量质量调查研究
0006155063	叶静怡	中美高校科技成果转化对比研究
0006155063	叶静怡	创新研究前沿与国内应用评述
0006155063	叶静怡	中美创新调查、评价指标与政策比较
0006155063	叶静怡	社会资本与农民工经济地位－基于北京市农民工样本的研究
0006155063	叶静怡	我国专利制度、企业专利战略与经济技术发展研究
0006155063	叶静怡	创新理论演进背景与理论前沿研究
0006155069	刘力	基于计算实验的证券价格跳跃的人类动力学研究
0006155069	刘力	地区金融环境差异与企业投融资研究
0006155069	刘  力	市场特征、融资决策与资本成本－中国上市公司的研
0006155070	郭自力	现代医疗技术中的生命伦理及法律问题研究
0006155070	郭自力	2006年度国家法治与法学理论研究项目
0006155070	郭自力	2006年度国家法治与法学理论研究项目
0006155070	郭自力	犯罪论体系之争的缘起与现状研究
0006155070	郭自力	2006年度国家法治与法学理论研究项目
0006155078	徐湘林	转型期国家战略管理的理论和实践
0006155078	徐湘林	引进选举后的香港政治生态
0006155078	徐湘林	海淀区现代社会组织体制研究
0006155078	徐湘林	政府应如何认知与推动全民大健康的非药物治疗法
0006155078	徐湘林	政府管理与节能性企业的研究
0006155078	徐湘林	区域合作治理的模式转换与包容性制度建构
0006155078	徐湘林	中央政府如何改革行政审批权制度
0006155078	徐湘林	天津滨海新区文化机构改革
0006155078	徐湘林	香港特别行政区政府治理能力分析
0006155078	徐湘林	政府与企业守约的监管与政府职能转变
0006155078	徐湘林	网络信息管理系统流程评估
0006155078	徐湘林	单一制国家行政体制比较研究
0006155081	祁延莉	追寻含义——图书馆与信息服务的过程方式
0006155081	祁延莉	首都学习型城市构建教育信息资源建设和应用研究-祁延莉协作
0006155083	刘兹恒	《中国图书馆学研究学术规范》研究
0006155083	刘兹恒	学术图书馆参与数字出版的角色和模式研究
0006155083	刘兹恒	学术图书馆参与数据出版质量控制研究
0006155083	刘兹恒	图书馆危机管理研究
0006155083	刘兹恒	国外数据库商业版权模式及图书馆应对策略研究
0006155083	刘兹恒	县以下基层图书馆的可持续发展与图书馆基金会运作机制研究
0006155083	刘兹恒	图书馆危机管理实证研究
0006155083	刘兹恒	ISO、IFLA图书馆标准规范体系研究
0006155087	于维雅	巴哈伊信仰原典文献翻译与研究
0006155087	于维雅	巴哈伊信仰原典文献翻译与研究
0006155136	张虹	北京干部教育网课程资源采购协议
0006155136	张虹	高等学校继续教育示范基地建设项目
0006155136	张虹	全国教师教育网络联盟网络学历教育课程互选和学分互认机制的探索与实践
0006155136	张虹	高等学校继续教育基地课题费
0006155179	张小平	天津蓟县长城系串岭沟组纳米级自生伊利石的微结构研究（中国地质大学武汉负责）
0006155181	张会珍	场发射枪透射电子显微镜的研制-张会珍协作
0006155261	朱强	《大学图书馆学报》期刊资助
0006155261	朱强	国家图书馆元数据总则项目
0006155261	朱  强	国家图书馆对象数据项目
0006155261	朱强	国家保存体系示范系统北京大学节点建设与实施
0006155261	朱强	高等院校图书馆发展调查
0006155261	朱强	中文期刊质量管理行业标准
0006155261	朱强	文物数字化保护元数据标准研究
0006155261	朱强	保存体系北京大学节点建设与实施
0006155261	朱强	面向社会化服务的云南高校图书馆协同创新联盟建设对策研究
0006155261	朱强	国家数字科技文献资源长期保存体系北京大学保存系统建设规划
0006155261	朱强	面向社会化服务的云南高校图书馆协同创新联盟建设对策研究
0006155261	朱  强	国家图书馆元数据总则
0006155261	朱强	文化遗产数字化公共服务平台与产业化应用示范项目
